,QC Method,Type,Folder,Name,Date,Time,Status,Vial,AS Method,Chromatographic Method,MS Method,DP Method,Update Calibration,Cal. Std. to Replace
350,Do Nothing,Sample,GCxGC,,4/13/2018,4:01:06 PM,Error,131,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
351,Do Nothing,Sample,GCxGC,OPP L11-10 pg/uL Split 20-1 (500 fg on Col) BT-PV2 GCxGC:4,4/13/2018,5:01:13 PM,Done,131,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
352,Do Nothing,Sample,GCxGC,OPP L11-10 pg/uL Split 20-1 (500 fg on Col) BT-PV2 GCxGC:5,4/13/2018,5:52:33 PM,Done,131,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
353,Do Nothing,Sample,GCxGC,OPP L11-10 pg/uL Split 20-1 (500 fg on Col) BT-PV2 GCxGC:6,4/13/2018,6:43:51 PM,Done,131,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
354,Do Nothing,Sample,GCxGC,OPP L11-10 pg/uL Split 20-1 (500 fg on Col) BT-PV2 GCxGC:7,4/13/2018,7:35:04 PM,Done,131,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
355,Do Nothing,Sample,GCxGC,OPP L11-10 pg/uL Split 20-1 (500 fg on Col) BT-PV2 GCxGC:8,4/13/2018,8:26:09 PM,Done,131,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
356,Do Nothing,Sample,GCxGC,OPP L11-10 pg/uL Split 20-1 (500 fg on Col) BT-PV2 GCxGC:9,4/13/2018,9:17:16 PM,Done,131,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
357,Do Nothing,Sample,GCxGC,OPP L11-10 pg/uL Split 20-1 (500 fg on Col) BT-PV2 GCxGC:10,4/13/2018,10:08:34 PM,Done,131,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
358,Do Nothing,Sample,GCxGC,OPP L11-10 pg/uL Split 20-1 (500 fg on Col) BT-PV2 GCxGC:11,4/13/2018,10:59:54 PM,Done,131,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
359,Do Nothing,Sample,GCxGC,OPP L11-10 pg/uL Split 20-1 (500 fg on Col) BT-PV2 GCxGC:12,4/13/2018,11:51:09 PM,Done,131,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
360,Do Nothing,Sample,GCxGC,OPP L11-10 pg/uL Split 20-1 (500 fg on Col) BT-PV2 GCxGC:13,4/14/2018,12:42:23 AM,Done,131,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
361,Do Nothing,Sample,GCxGC,OPP L11-10 pg/uL Split 20-1 (500 fg on Col) BT-PV2 GCxGC:14,4/14/2018,1:33:45 AM,Done,131,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
362,Do Nothing,Sample,GCxGC,OPP L11-10 pg/uL Split 20-1 (500 fg on Col) BT-PV2 GCxGC:15,4/14/2018,2:25:06 AM,Done,131,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
363,Do Nothing,Sample,GCxGC,OPP L11-10 pg/uL Split 20-1 (500 fg on Col) BT-PV2 GCxGC:16,4/14/2018,3:16:25 AM,Done,131,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
364,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC,4/14/2018,4:07:29 AM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
365,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC:2,4/14/2018,4:58:36 AM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
366,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC:3,4/14/2018,5:49:41 AM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
367,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC:4,4/14/2018,6:40:51 AM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
368,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC:5,4/14/2018,7:31:52 AM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
369,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC:6,4/14/2018,8:22:59 AM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
370,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC:7,4/14/2018,9:14:00 AM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
371,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC:8,4/14/2018,10:05:09 AM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
372,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC:9,4/14/2018,10:55:54 AM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
373,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC:10,4/14/2018,11:47:05 AM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
374,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC:11,4/14/2018,12:38:26 PM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
375,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC:12,4/14/2018,1:29:25 PM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
376,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC:13,4/14/2018,2:20:23 PM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
377,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC:14,4/14/2018,3:11:24 PM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
378,Do Nothing,Sample,GCxGC,OPP L12-15 pg/uL Split 20-1 (750 fg on Col) BT-PV2 GCxGC:15,4/14/2018,4:02:28 PM,Done,132,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
379,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC,4/14/2018,4:53:25 PM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
380,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC:2,4/14/2018,5:44:34 PM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
381,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC:3,4/14/2018,6:35:37 PM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
382,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC:4,4/14/2018,7:26:24 PM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
383,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC:5,4/14/2018,8:17:34 PM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
384,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC:6,4/14/2018,9:08:33 PM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
385,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC:7,4/14/2018,9:59:36 PM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
386,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC:8,4/14/2018,10:50:38 PM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
387,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC:9,4/14/2018,11:41:30 PM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
388,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC:10,4/15/2018,12:32:21 AM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
389,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC:11,4/15/2018,1:23:31 AM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
390,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC:12,4/15/2018,2:14:23 AM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
391,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC:13,4/15/2018,3:05:22 AM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
392,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC:14,4/15/2018,3:56:15 AM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
393,Do Nothing,Sample,GCxGC,OPP L13-20 pg/uL Split 20-1 (1 pg on Col) BT-PV2 GCxGC:15,4/15/2018,4:47:14 AM,Done,133,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
394,Do Nothing,Sample,GCxGC,OPP L14-50 pg/uL Split 20-1 (2.5 pg on Col) BT-PV2 GCxGC,4/15/2018,5:38:02 AM,Done,134,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
395,Do Nothing,Sample,GCxGC,OPP L14-50 pg/uL Split 20-1 (2.5 pg on Col) BT-PV2 GCxGC:2,4/15/2018,6:29:05 AM,Done,134,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
396,Do Nothing,Sample,GCxGC,OPP L14-50 pg/uL Split 20-1 (2.5 pg on Col) BT-PV2 GCxGC:3,4/15/2018,7:19:49 AM,Done,134,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
397,Do Nothing,Sample,GCxGC,OPP L14-50 pg/uL Split 20-1 (2.5 pg on Col) BT-PV2 GCxGC:4,4/15/2018,8:10:46 AM,Done,134,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
398,Do Nothing,Sample,GCxGC,OPP L14-50 pg/uL Split 20-1 (2.5 pg on Col) BT-PV2 GCxGC:5,4/15/2018,9:01:40 AM,Done,134,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
399,Do Nothing,Sample,GCxGC,OPP L15-100 pg/uL Split 20-1 (5 pg on Col) BT-PV2 GCxGC,4/15/2018,9:52:34 AM,Done,135,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
400,Do Nothing,Sample,GCxGC,OPP L15-100 pg/uL Split 20-1 (5 pg on Col) BT-PV2 GCxGC:2,4/15/2018,10:43:31 AM,Done,135,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
401,Do Nothing,Sample,GCxGC,OPP L15-100 pg/uL Split 20-1 (5 pg on Col) BT-PV2 GCxGC:3,4/15/2018,11:34:23 AM,Done,135,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
402,Do Nothing,Sample,GCxGC,OPP L15-100 pg/uL Split 20-1 (5 pg on Col) BT-PV2 GCxGC:4,4/15/2018,12:25:07 PM,Done,135,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
403,Do Nothing,Sample,GCxGC,OPP L15-100 pg/uL Split 20-1 (5 pg on Col) BT-PV2 GCxGC:5,4/15/2018,1:16:07 PM,Done,135,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
404,Do Nothing,Sample,GCxGC,OPP L16-150 pg/uL Split 20-1 (7.5 pg on Col) BT-PV2 GCxGC,4/15/2018,2:07:17 PM,Done,136,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
405,Do Nothing,Sample,GCxGC,OPP L16-150 pg/uL Split 20-1 (7.5 pg on Col) BT-PV2 GCxGC:2,4/15/2018,2:58:24 PM,Done,136,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
406,Do Nothing,Sample,GCxGC,OPP L16-150 pg/uL Split 20-1 (7.5 pg on Col) BT-PV2 GCxGC:3,4/15/2018,3:49:27 PM,Done,136,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
407,Do Nothing,Sample,GCxGC,OPP L16-150 pg/uL Split 20-1 (7.5 pg on Col) BT-PV2 GCxGC:4,4/15/2018,4:40:23 PM,Done,136,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
408,Do Nothing,Sample,GCxGC,OPP L16-150 pg/uL Split 20-1 (7.5 pg on Col) BT-PV2 GCxGC:5,4/15/2018,5:31:01 PM,Done,136,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
409,Do Nothing,Sample,GCxGC,OPP L17-200 pg/uL Split 20-1 (10 pg on Col) BT-PV2 GCxGC,4/15/2018,6:21:57 PM,Done,137,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
410,Do Nothing,Sample,GCxGC,OPP L17-200 pg/uL Split 20-1 (10 pg on Col) BT-PV2 GCxGC:2,4/15/2018,7:12:52 PM,Done,137,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
411,Do Nothing,Sample,GCxGC,OPP L17-200 pg/uL Split 20-1 (10 pg on Col) BT-PV2 GCxGC:3,4/15/2018,8:03:56 PM,Done,137,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
412,Do Nothing,Sample,GCxGC,OPP L17-200 pg/uL Split 20-1 (10 pg on Col) BT-PV2 GCxGC:4,4/15/2018,8:54:59 PM,Done,137,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
413,Do Nothing,Sample,GCxGC,OPP L17-200 pg/uL Split 20-1 (10 pg on Col) BT-PV2 GCxGC:5,4/15/2018,9:45:51 PM,Done,137,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
414,Do Nothing,Sample,GCxGC,OPP L18-500 pg/uL Split 20-1 (25 pg on Col) BT-PV2 GCxGC,4/15/2018,10:36:35 PM,Done,138,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
415,Do Nothing,Sample,GCxGC,OPP L18-500 pg/uL Split 20-1 (25 pg on Col) BT-PV2 GCxGC:2,4/15/2018,11:27:38 PM,Done,138,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
416,Do Nothing,Sample,GCxGC,OPP L18-500 pg/uL Split 20-1 (25 pg on Col) BT-PV2 GCxGC:3,4/16/2018,12:18:41 AM,Done,138,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
417,Do Nothing,Sample,GCxGC,OPP L18-500 pg/uL Split 20-1 (25 pg on Col) BT-PV2 GCxGC:4,4/16/2018,1:09:50 AM,Done,138,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
418,Do Nothing,Sample,GCxGC,OPP L18-500 pg/uL Split 20-1 (25 pg on Col) BT-PV2 GCxGC:5,4/16/2018,2:00:30 AM,Done,138,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
419,Do Nothing,Sample,GCxGC,OPP L19-1000 pg/uL Split 20-1 (50 pg on Col) BT-PV2 GCxGC,4/16/2018,2:51:44 AM,Done,139,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
420,Do Nothing,Sample,GCxGC,OPP L19-1000 pg/uL Split 20-1 (50 pg on Col) BT-PV2 GCxGC:2,4/16/2018,3:42:45 AM,Done,139,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
421,Do Nothing,Sample,GCxGC,OPP L19-1000 pg/uL Split 20-1 (50 pg on Col) BT-PV2 GCxGC:3,4/16/2018,4:33:52 AM,Done,139,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
422,Do Nothing,Sample,GCxGC,OPP L19-1000 pg/uL Split 20-1 (50 pg on Col) BT-PV2 GCxGC:4,4/16/2018,5:24:51 AM,Done,139,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
423,Do Nothing,Sample,GCxGC,OPP L19-1000 pg/uL Split 20-1 (50 pg on Col) BT-PV2 GCxGC:5,4/16/2018,6:15:51 AM,Done,139,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
424,Do Nothing,Sample,GCxGC,OPP L20-1500 pg/uL Split 20-1 (75 pg on Col) BT-PV2 GCxGC,4/16/2018,7:06:42 AM,Done,140,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
425,Do Nothing,Sample,GCxGC,OPP L20-1500 pg/uL Split 20-1 (75 pg on Col) BT-PV2 GCxGC:2,4/16/2018,7:57:40 AM,Done,140,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
426,Do Nothing,Sample,GCxGC,OPP L20-1500 pg/uL Split 20-1 (75 pg on Col) BT-PV2 GCxGC:3,4/16/2018,8:48:39 AM,Done,140,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
427,Do Nothing,Sample,GCxGC,OPP L20-1500 pg/uL Split 20-1 (75 pg on Col) BT-PV2 GCxGC:4,4/16/2018,9:39:47 AM,Done,140,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
428,Do Nothing,Sample,GCxGC,OPP L20-1500 pg/uL Split 20-1 (75 pg on Col) BT-PV2 GCxGC:5,4/16/2018,10:30:49 AM,Done,140,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
429,Do Nothing,Sample,GCxGC,OPP L21-2000 pg/uL Split 20-1 (100 pg on Col) BT-PV2 GCxGC,4/16/2018,11:22:05 AM,Done,141,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
430,Do Nothing,Sample,GCxGC,OPP L21-2000 pg/uL Split 20-1 (100 pg on Col) BT-PV2 GCxGC:2,4/16/2018,12:13:03 PM,Done,141,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
431,Do Nothing,Sample,GCxGC,OPP L21-2000 pg/uL Split 20-1 (100 pg on Col) BT-PV2 GCxGC:3,4/16/2018,1:04:07 PM,Done,141,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
432,Do Nothing,Sample,GCxGC,OPP L21-2000 pg/uL Split 20-1 (100 pg on Col) BT-PV2 GCxGC:4,4/16/2018,1:54:49 PM,Done,141,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
433,Do Nothing,Sample,GCxGC,OPP L21-2000 pg/uL Split 20-1 (100 pg on Col) BT-PV2 GCxGC:5,4/16/2018,2:45:41 PM,Done,141,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
434,Do Nothing,Sample,GCxGC,OPP L22-5000 pg/uL Split 20-1 (250 pg on Col) BT-PV2 GCxGC,4/16/2018,3:36:46 PM,Done,142,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
435,Do Nothing,Sample,GCxGC,OPP L22-5000 pg/uL Split 20-1 (250 pg on Col) BT-PV2 GCxGC:2,4/16/2018,4:27:52 PM,Done,142,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
436,Do Nothing,Sample,GCxGC,OPP L22-5000 pg/uL Split 20-1 (250 pg on Col) BT-PV2 GCxGC:3,4/16/2018,5:19:00 PM,Done,142,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
437,Do Nothing,Sample,GCxGC,OPP L22-5000 pg/uL Split 20-1 (250 pg on Col) BT-PV2 GCxGC:4,4/16/2018,6:09:54 PM,Done,142,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
438,Do Nothing,Sample,GCxGC,OPP L22-5000 pg/uL Split 20-1 (250 pg on Col) BT-PV2 GCxGC:5,4/16/2018,7:00:32 PM,Done,142,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
439,Do Nothing,Sample,GCxGC,OPP L23-10000 pg/uL Split 20-1 (500 pg on Col) BT-PV2 GCxGC,4/16/2018,7:51:19 PM,Done,143,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
440,Do Nothing,Sample,GCxGC,OPP L23-10000 pg/uL Split 20-1 (500 pg on Col) BT-PV2 GCxGC:2,4/16/2018,8:42:02 PM,Done,143,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
441,Do Nothing,Sample,GCxGC,OPP L23-10000 pg/uL Split 20-1 (500 pg on Col) BT-PV2 GCxGC:3,4/16/2018,9:33:12 PM,Done,143,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
442,Do Nothing,Sample,GCxGC,OPP L23-10000 pg/uL Split 20-1 (500 pg on Col) BT-PV2 GCxGC:4,4/16/2018,10:23:57 PM,Done,143,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
443,Do Nothing,Sample,GCxGC,OPP L23-10000 pg/uL Split 20-1 (500 pg on Col) BT-PV2 GCxGC:5,4/16/2018,11:14:55 PM,Done,143,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
444,Do Nothing,Sample,GCxGC,OPP L24-15000 pg/uL Split 20-1 (750 pg on Col) BT-PV2 GCxGC,4/17/2018,12:06:03 AM,Done,144,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
445,Do Nothing,Sample,GCxGC,OPP L24-15000 pg/uL Split 20-1 (750 pg on Col) BT-PV2 GCxGC:2,4/17/2018,12:57:10 AM,Done,144,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
446,Do Nothing,Sample,GCxGC,OPP L24-15000 pg/uL Split 20-1 (750 pg on Col) BT-PV2 GCxGC:3,4/17/2018,1:48:12 AM,Done,144,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
447,Do Nothing,Sample,GCxGC,OPP L24-15000 pg/uL Split 20-1 (750 pg on Col) BT-PV2 GCxGC:4,4/17/2018,2:39:23 AM,Done,144,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
448,Do Nothing,Sample,GCxGC,OPP L24-15000 pg/uL Split 20-1 (750 pg on Col) BT-PV2 GCxGC:5,4/17/2018,3:30:22 AM,Done,144,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
449,Do Nothing,Sample,GCxGC,OPP L25-20000 pg/uL Split 20-1 (1 ng on Col) BT-PV2 GCxGC,4/17/2018,4:21:35 AM,Done,145,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
450,Do Nothing,Sample,GCxGC,OPP L25-20000 pg/uL Split 20-1 (1 ng on Col) BT-PV2 GCxGC:2,4/17/2018,5:12:28 AM,Done,145,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
451,Do Nothing,Sample,GCxGC,OPP L25-20000 pg/uL Split 20-1 (1 ng on Col) BT-PV2 GCxGC:3,4/17/2018,6:03:14 AM,Done,145,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
452,Do Nothing,Sample,GCxGC,OPP L25-20000 pg/uL Split 20-1 (1 ng on Col) BT-PV2 GCxGC:4,4/17/2018,6:53:52 AM,Done,145,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
453,Do Nothing,Sample,GCxGC,OPP L25-20000 pg/uL Split 20-1 (1 ng on Col) BT-PV2 GCxGC:5,4/17/2018,7:44:47 AM,Done,145,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
454,Do Nothing,Sample,GCxGC,DCM Blank:2,4/17/2018,8:04:29 AM,Done,150,Agilent 5uL syringe 1uL injection - Clean syrnige,Pest 1D - DCM Blank,Pest 1D - DCM Blank,,,
455,Do Nothing,Sample,GCxGC,DCM Blank:3,4/17/2018,8:23:32 AM,Done,150,Agilent 5uL syringe 1uL injection - Clean syrnige,Pest 1D - DCM Blank,Pest 1D - DCM Blank,,,
456,Do Nothing,Source and Analyzer Focus,Method Development,Auto-Tune - Source and Analyzer Focus:4,4/17/2018,8:58:24 AM,Done,1,,Pest 1D - DCM Blank,Pest 1D - DCM Blank,,,
457,Do Nothing,Mass Calibration,Method Development,Auto-Tune - Mass Calibration:4,4/17/2018,8:59:28 AM,Done,1,,Pest 1D - DCM Blank,Pest 1D - DCM Blank,,,
458,Do Nothing,Gain Optimization,Method Development,Auto-Tune - Gain Optimization:4,4/17/2018,9:06:06 AM,Done,1,,Pest 1D - DCM Blank,Pest 1D - DCM Blank,,,
459,Do Nothing,Tune Validation,Method Development,Auto-Tune - Tune Validation:4,4/17/2018,9:08:07 AM,Done,1,,Pest 1D - DCM Blank,Pest 1D - DCM Blank,,,
460,Do Nothing,Auto-Tune,Method Development,Auto-Tune,4/17/2018,9:08:07 AM,Acquisition 4 of 4: Done,1,,Pest 1D - DCM Blank,Pest 1D - DCM Blank,,,
461,Do Nothing,Sample,Method Development,OPP L25-20000 pg/uL Split 20-1 (1 ng on Col) BT-PV2 GCxGC,4/17/2018,9:20:14 AM,Done,145,Agilent 5uL syringe 1uL injection - Clean syrnige,Pest 1D - DCM Blank,Pest 1D - DCM Blank,PF Lib TAF Pest1 GCxGC,,
462,Do Nothing,Sample,Method Development,DCM Blank - Carry Over Check:2,4/17/2018,10:01:24 AM,Done,150,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,,,
463,Do Nothing,Sample,Method Development,,4/17/2018,10:04:45 AM,Aborted,145,Agilent 5uL syringe 1uL injection,Pest GCxGC,Pest GCxGC,PF Lib TAF Pest1 GCxGC,,
464,,Delay,Acquired Samples,,4/17/2018,4:51:09 PM,Aborted,,,,,,,
